status,gasInStorage,full,trend,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,Name,Country,Type,operator,Year,Month,Day,Date,Week,LastUpdateTime
C,1.6278,70.21,0.23,5.47,0,2.3184,48.38,80.64,UGS Kraak,Germany,ASF,HanseWerk,2025,7,18,7/18/2025,29,8/2/2025
C,1.2631,88.01,0,0,0,1.4352,46.8,93.6,UGS Enschede - Epe (Eneco),Germany,ASF,Eneco Gasspeicher,2025,7,18,7/18/2025,29,8/2/2025
C,2.6774,72.28,0.48,18.21,0,3.7044,60,98,UGS Uhrice,Czechia,DSR,MND Energy Storage,2025,7,18,7/18/2025,29,8/2/2025
C,0.39,42.85,1.04,9.48,0,0.9102,10.8,13.32,"TEP Storage Hub (Allmenhausen, Kirchheiligen)",Germany,DSR,TEP,2025,7,18,7/18/2025,29,8/2/2025
C,46.4767,14.46,0.19,576.81,1.6,321.3372,2360.53,1189.83,VGS Ukraine (all storage facilities),Ukraine,DSR,Ukrtransgaz,2025,7,18,7/18/2025,29,8/2/2025
C,7.0014,63.26,0.08,8.37,0,11.0683,436.25,403.68,UGS Etzel ESE (Uniper Energy Storage),Germany,ASF,Uniper Energy Storage,2025,7,18,7/18/2025,29,8/2/2025
C,9.8625,93.84,0.04,4.2,0,10.5094,122.04,216.96,UGS Etzel EKB,Germany,ASF,EKB,2025,7,18,7/18/2025,29,8/2/2025
C,5.1326,83.02,0.06,3.56,0,6.1822,104.93,328.61,INNEXPOOL-RWEGSW,Germany,ASF,RWE Gas Storage West,2025,7,18,7/18/2025,29,8/2/2025
C,27.2131,75.95,0.17,60.37,0,35.8318,143.34,208.96,"VGS Enagás Basic Underground Storage (Serrablo, Yela, Gaviota, Marismas)",Spain,DSR,Enagás GTS,2025,7,18,7/18/2025,29,8/2/2025
C,2.9721,49.66,0.99,59,0,5.9844,51.15,166.23,VGS SEDIANE B (Gournay-sur-Aronde),France,ASF,Storengy,2025,7,18,7/18/2025,29,8/2/2025
C,5.6568,81.46,0.03,2.28,0,6.9439,73.43,95.58,UGS Dolni Bojanovice,Czechia,DSR,SPP Storage,2025,7,18,7/18/2025,29,8/2/2025
C,0.5388,100.72,0,0,0,0.535,10.7,12.84,UGS Balaceanca ,Romania,DSR,Depogaz Ploie?ti,2025,7,18,7/18/2025,29,8/2/2025
C,10.4591,74.64,0.33,50.18,4,14.0136,156.36,270.26,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",France,ASF,Storengy,2025,7,18,7/18/2025,29,8/2/2025
C,3.4572,49.36,0.13,9.37,0,7.0044,42.13,46.88,UGS Chiren,Bulgaria,DSR,Bulgartransgaz (4),2025,7,18,7/18/2025,29,8/2/2025
C,17.8095,66.53,0.06,14.98,0,26.771,213.34,308.31,VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf),Austria,DSR,OMV Gas Storage,2025,7,18,7/18/2025,29,8/2/2025
C,2.133,67.62,0.38,11.99,0,3.1546,15.5,0,UGS Târgu Mures,Romania,DSR,Depomures,2025,7,18,7/18/2025,29,8/2/2025
C,146.383,77.77,0.27,525.03,1,188.2185,1601.63,2783.07,"VGS STOGIT (Fiume Treste, Bordolano, Sabbioncello, Minerbio, Sergnano, Ripalta, Cortemaggiore, Brugherio, Settala)",Italy,DSR,Stogit (7),2025,7,18,7/18/2025,29,8/2/2025
C,3.1666,64.23,0.38,18.86,0,4.93,71.76,118.32,UGS Etzel ESE (OMV),Germany,ASF,OMV Gas Storage Germany,2025,7,18,7/18/2025,29,8/2/2025
C,0.0768,7.94,0.16,1.55,0,0.9677,6.45,16.13,UGS Frankenthal,Germany,ASR,Enovos Storage,2025,7,18,7/18/2025,29,8/2/2025
C,3.1324,65.64,0.66,31.87,0,4.7725,43.87,51.57,UGS Okoli,Croatia,DSR,PSP,2025,7,18,7/18/2025,29,8/2/2025
C,2.5787,65.45,0.44,17.38,0,3.94,86.04,244.32,UGS Peckensen,Germany,ASF,Storengy Deutschland,2025,7,18,7/18/2025,29,8/2/2025
C,1.2183,75.84,0.68,11.01,0,1.6065,48,120,UGS Epe Uniper L-Gas,Germany,ASF,Uniper Energy Storage,2025,7,18,7/18/2025,29,8/2/2025
C,1.3924,77.9,0.56,9.96,0,1.7875,24.84,49.68,UGS Nüttermoor H-2,Germany,ASF,EWE Gasspeicher,2025,7,18,7/18/2025,29,8/2/2025
C,15.159,63.56,0.45,107.7,0,23.85,154.06,620.2,UGS Grijpskerk L-gas,Netherlands,DSR,NAM,2025,7,19,7/19/2025,29,8/2/2025
C,2.0762,92.32,0.45,10.18,0,2.249,19.7,73.92,UGS Ronnenberg-Empelde,Germany,ASF,enercity,2025,7,19,7/19/2025,29,8/2/2025
C,0.3996,43.9,1.05,9.62,0,0.9102,10.8,13.32,"TEP Storage Hub (Allmenhausen, Kirchheiligen)",Germany,DSR,TEP,2025,7,19,7/19/2025,29,8/2/2025
C,28.7669,48.48,0.23,133.88,0,59.3385,448.75,732.8,UGS Norg (Langelo) L-gas,Netherlands,DSR,NAM,2025,7,19,7/19/2025,29,8/2/2025
C,3.1733,64.37,0.14,6.71,0,4.93,71.76,118.32,UGS Etzel ESE (OMV),Germany,ASF,OMV Gas Storage Germany,2025,7,19,7/19/2025,29,8/2/2025
C,0.0784,8.1,0.17,1.55,0,0.9677,6.45,16.13,UGS Frankenthal,Germany,ASR,Enovos Storage,2025,7,19,7/19/2025,29,8/2/2025
C,27.2739,76.12,0.17,60.72,0,35.8318,143.34,208.96,"VGS Enagás Basic Underground Storage (Serrablo, Yela, Gaviota, Marismas)",Spain,DSR,Enagás GTS,2025,7,19,7/19/2025,29,8/2/2025
C,9.8513,93.74,-0.11,0.3,11.5,10.5094,122.04,216.96,UGS Etzel EKB,Germany,ASF,EKB,2025,7,19,7/19/2025,29,8/2/2025
C,2.0206,96.03,0,7.48,7.4,2.1041,83.23,166.46,UGS Epe Trianel,Germany,ASF,Trianel Gasspeicher Epe,2025,7,19,7/19/2025,29,8/2/2025
C,1.6386,48.31,0.4,13.51,0,3.3917,55.2,69,UGS Jemgum H (EWE),Germany,ASF,EWE Gasspeicher,2025,7,19,7/19/2025,29,8/2/2025
C,22.5439,47.37,0.35,167.41,0,47.5929,348.93,535,"VGS MFGT (Pusztaederics, Zsana-Nord, Kardoskút-Pusztaszolos, Hajdúszoboszló)",Hungary,DSR,HGS (9),2025,7,19,7/19/2025,29,8/2/2025
C,1.7691,70.24,0,0,0,2.5184,41.04,82.08,UGS Nüttermoor H-3,Germany,ASF,EWE Gasspeicher,2025,7,19,7/19/2025,29,8/2/2025
C,16.8017,82.37,0.11,22.89,0,20.3979,134.61,263.9,UGS Szöreg-1,Hungary,DSR,HEXUM,2025,7,19,7/19/2025,29,8/2/2025
C,1.3994,78.29,0.39,6.96,0,1.7875,24.84,49.68,UGS Nüttermoor H-2,Germany,ASF,EWE Gasspeicher,2025,7,19,7/19/2025,29,8/2/2025
C,1.3675,84.94,0.61,9.8,0,1.61,25.3,50.59,UGS Reckrod,Germany,ASF,MET Speicher,2025,7,19,7/19/2025,29,8/2/2025
C,2.7378,82.96,0.69,23.09,0,3.3,24.44,44,UGS Cornegliano,Italy,DSR,IGS (7),2025,7,19,7/19/2025,29,8/2/2025
C,7.1054,75.05,0.32,30.05,0,9.468,274.8,357.24,UGS Bierwang,Germany,DSR,Uniper Energy Storage,2025,7,19,7/19/2025,29,8/2/2025
C,0.738,73.88,1.03,10.34,0,0.999,10.66,32.76,UGS Rüdersdorf H,Germany,ASF,EWE Gasspeicher,2025,7,19,7/19/2025,29,8/2/2025
C,0.0524,50.62,0,0,0,0.1035,6.61,8.75,UGS Skallen,Sweden,SRC,Swedegas,2025,7,19,7/19/2025,29,8/2/2025
C,6.2504,56.79,0.52,57.22,0,11.0062,79,95.53,"VGS STOGIT Adriatica (Collalto, Cellino, San Potito & Cotignola) (7)",Italy,GRP,Stogit Adriatica (SNAM),2025,7,19,7/19/2025,29,8/2/2025
C,1.1694,78.43,0.6,8.91,0,1.491,55.3,46.78,UGS Etzel ESE (MET),Germany,ASF,MET Speicher,2025,7,19,7/19/2025,29,8/2/2025
C,26.6491,73.65,0.26,95.08,0,36.184,336.12,374.52,"RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach)",Austria,DSR,RAG Energy Storage,2025,7,19,7/19/2025,29,8/2/2025
C,1.7171,73.07,0.35,8.54,0.4,2.35,32.74,49.03,VGS Zone MND ESG (UGS Stockstadt + UGS Haehnlein),Germany,ASR,MND Energy Storage Germany,2025,7,19,7/19/2025,29,8/2/2025
C,3.0138,96.1,0.92,29.13,0.2,3.1362,39.98,141.12,UGS EWE-Zone L,Germany,ASF,EWE Gasspeicher,2025,7,19,7/19/2025,29,8/2/2025
C,3.1658,66.33,0.7,33.89,0,4.7725,43.87,51.57,UGS Okoli,Croatia,DSR,PSP,2025,7,19,7/19/2025,29,8/2/2025
C,1.2179,75.81,-0.02,0,0.4,1.6065,48,120,UGS Epe Uniper L-Gas,Germany,ASF,Uniper Energy Storage,2025,7,19,7/19/2025,29,8/2/2025
C,0.089,3.14,0.21,6,0,2.8303,57.96,84.19,UGS Nüttermoor H-4,Netherlands,ASF,EWE Gasspeicher (NL) (5) (8),2025,7,19,7/19/2025,29,8/2/2025
C,1.8544,85.98,1.67,35.94,0,2.1568,210.67,361.15,UGS Etzel EGL (Equinor Storage Deutschland),Germany,ASF,Equinor Storage Deutschland,2025,7,19,7/19/2025,29,8/2/2025
C,1.1356,42.87,0,0,0,2.6486,288.93,240.78,UGS Holford (Post-Brexit),United Kingdom,ASF,Uniper Energy Storage Ltd (Post-Brexit),2025,7,19,7/19/2025,29,8/2/2025
C,2.6259,96.81,0.25,6.6,0,2.7123,84.97,141.61,UGS Enschede - Epe (Nuon),Germany,DSR,NUON Epe Gasspeicher,2025,7,19,7/19/2025,29,8/2/2025
C,1.747,48.99,0.13,43.22,38.4,3.5664,312.41,435.46,UGS EnergyStock,Netherlands,ASF,EnergyStock,2025,7,19,7/19/2025,29,8/2/2025
C,0.9944,27.88,0.66,23.34,0,3.5672,53.83,124.2,EWE H-Gas Zone,Germany,ASF,EWE Gasspeicher,2025,7,19,7/19/2025,29,8/2/2025
C,15.7633,71.5,0.38,85.31,1.1,22.046,346.79,507.25,"VGS Storage Hub (Bernburg, Bad Lauchstädt)",Germany,GRP,VNG Gasspeicher GmbH (6),2025,7,19,7/19/2025,29,8/2/2025
C,2.0515,29.53,0.35,27.11,2.5,6.947,72.66,72.66,UGS Lab IV - Pozagas,Slovakia,DSR,Pozagas,2025,7,19,7/19/2025,29,8/2/2025
C,4.124,65.16,0.92,58.46,0,6.3291,137.88,275.76,UGS Katharina,Germany,ASF,Erdgasspeicher Peissen,2025,7,19,7/19/2025,29,8/2/2025
C,13.9888,91.39,0.08,13.04,0,15.3065,331.2,469.2,UGS Epe Uniper H-Gas,Germany,ASF,Uniper Energy Storage,2025,7,19,7/19/2025,29,8/2/2025
C,7.234,86.02,0.24,19.91,0,8.41,88.14,169.66,UGS Loenhout,Belgium,ASR,Fluxys,2025,7,19,7/19/2025,29,8/2/2025
C,1.1282,23.49,-0.01,0,0.5,4.8025,43.35,61.2,UGS Inzenham-West,Germany,DSR,NAFTA Speicher Inzenham,2025,7,19,7/19/2025,29,8/2/2025
C,11.8201,47.54,0.11,27.47,0,24.8653,129,74,UGS Incukalns,Latvia,ASR,AS Conexus Baltic Grid,2025,7,19,7/19/2025,29,8/2/2025
C,146.9222,78.06,0.29,559.56,0.9,188.2185,1601.63,2783.07,"VGS STOGIT (Fiume Treste, Bordolano, Sabbioncello, Minerbio, Sergnano, Ripalta, Cortemaggiore, Brugherio, Settala)",Italy,DSR,Stogit (7),2025,7,19,7/19/2025,29,8/2/2025
E,1.0669,24.25,0,0,0,4.4,300,280,UGS Stublach (Post-Brexit),United Kingdom,ASF,Storengy UK (Post-Brexit),2025,7,19,7/19/2025,29,8/2/2025
C,1.2631,88.01,0,2.2,2.2,1.4352,46.8,93.6,UGS Enschede - Epe (Eneco),Germany,ASF,Eneco Gasspeicher,2025,7,19,7/19/2025,29,8/2/2025
C,4.9969,43.38,0.43,49.27,0,11.5176,69.3,144.14,UGS Breitbrunn,Germany,DSR,Uniper Energy Storage,2025,7,19,7/19/2025,29,8/2/2025
C,0.6849,38.37,0.35,6.31,0,1.785,11.04,34.32,UGS Schmidhausen,Germany,DSR,Storengy Deutschland,2025,7,19,7/19/2025,29,8/2/2025
C,17.3209,61.37,0.46,155.03,26.3,28.2242,338.3,418.9,UGS Láb (incl. Gajary baden),Slovakia,DSR,Nafta,2025,7,19,7/19/2025,29,8/2/2025
C,9.7082,68.06,0.6,85.87,0,14.2636,107.52,158.4,UGS Wierzchowice,Poland,DSR,GSP,2025,7,19,7/19/2025,29,8/2/2025
C,11.8913,79.48,0.44,77.07,10.8,14.9611,124.68,195.41,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",France,ASF,Storengy,2025,7,19,7/19/2025,29,8/2/2025
C,3.4114,34.85,0.27,27.24,0.8,9.79,90.72,180,"VGS GSD Gas Storage (Lille Torup, Stenlille)",Denmark,ASF,GSD,2025,7,19,7/19/2025,29,8/2/2025
C,1.6458,70.99,0.78,17.9,0,2.3184,48.38,80.64,UGS Kraak,Germany,ASF,HanseWerk,2025,7,19,7/19/2025,29,8/2/2025
C,9.5733,79.98,0.33,42.86,3.6,11.9689,95.75,664.94,"VGS SALINE (Tersanne, Etrez, Manosque)",France,ASR,Storengy,2025,7,19,7/19/2025,29,8/2/2025
C,8.7948,62.74,0.65,91.73,0,14.017,107,149.8,UGS Bilciuresti,Romania,DSR,Depogaz Ploie?ti,2025,7,19,7/19/2025,29,8/2/2025
C,5.5354,85.52,0.59,38.23,0,6.4729,85.48,179.23,UGS STASSFURT-RWEGSWEST,Germany,ASF,RWE Gas Storage West,2025,7,19,7/19/2025,29,8/2/2025
C,8.9525,71.89,0.56,69.66,0,12.4532,117.79,129.35,"VGS GIM Sanok (Brzeznica, Husow, Strachocina, Swarzow)",Poland,DSR,GSP,2025,7,19,7/19/2025,29,8/2/2025
C,3.5734,100.09,0,0,0,3.57,24,85.68,UGS Carriço,Portugal,ASF,REN Armazenagem,2025,7,19,7/19/2025,29,8/2/2025
C,3.4572,49.36,0,0,0,7.0044,42.13,46.88,UGS Chiren,Bulgaria,DSR,Bulgartransgaz (4),2025,7,19,7/19/2025,29,8/2/2025
C,4.9024,46.31,0.15,16.06,0,10.5859,158.41,276.45,UGS Etzel Erdgas Lager EGL,Germany,ASF,Uniper Energy Storage,2025,7,19,7/19/2025,29,8/2/2025
C,2.4074,90,0,0,0,2.675,21.4,21.4,UGS Ghercesti,Romania,DSR,Depogaz Ploie?ti,2025,7,19,7/19/2025,29,8/2/2025
C,2.7025,70.16,0.77,29.85,0,3.852,32.1,48.15,UGS Urziceni,Romania,DSR,Depogaz Ploie?ti,2025,7,19,7/19/2025,29,8/2/2025
C,0.9499,55.88,1.24,21.04,0,1.7,31.68,58.08,UGS Lesum,Germany,ASF,Storengy Deutschland,2025,7,19,7/19/2025,29,8/2/2025
C,7.016,73.14,0.27,25.85,0,9.593,133.7,307.56,"VGS GIM Kawerna (Kosakowo, Mogilno)",Poland,ASF,GSP,2025,7,19,7/19/2025,29,8/2/2025
C,3.0301,50.63,0.97,58,0,5.9844,51.15,166.23,VGS SEDIANE B (Gournay-sur-Aronde),France,ASF,Storengy,2025,7,19,7/19/2025,29,8/2/2025
C,12.4888,70.06,0.19,32.93,0,17.825,148.54,222.81,UGS 7 Fields (Uniper Energy Storage) - AT,Austria,DSR,Uniper Energy Storage (AT),2025,7,19,7/19/2025,29,8/2/2025
C,22.4891,66.32,0.27,112.16,19.9,33.9118,300.13,580.01,VGS Lussagnet (TERÉGA),France,ASR,Teréga,2025,7,19,7/19/2025,29,8/2/2025
C,1.0579,85.31,1.28,15.85,0,1.24,27.6,82.56,UGS Harsefeld,Germany,ASF,Storengy Deutschland,2025,7,19,7/19/2025,29,8/2/2025
C,6.6067,69.05,0.48,47.63,2,9.568,164.8,253.33,UGS Jemgum H (SEFE Storage),Germany,ASF,SEFE Storage (Germany),2025,7,19,7/19/2025,29,8/2/2025
C,0.9085,72.99,0.3,3.74,0,1.2448,29.23,46.98,UGS Etzel ESE (VGS),Germany,ASF,VNG Gasspeicher GmbH (6),2025,7,19,7/19/2025,29,8/2/2025
E,0.254,6.21,0,0,0,4.088,37.63,91.39,UGS Wolfersberg,Germany,DSR,bayernugs,2025,7,19,7/19/2025,29,8/2/2025
C,2.6983,72.84,0.56,21.47,0,3.7044,60,98,UGS Uhrice,Czechia,DSR,MND Energy Storage,2025,7,19,7/19/2025,29,8/2/2025
C,10.5053,74.97,0.33,46.21,0,14.0136,156.36,270.26,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",France,ASF,Storengy,2025,7,19,7/19/2025,29,8/2/2025
C,0.5388,100.72,0,0,0,0.535,10.7,12.84,UGS Balaceanca ,Romania,DSR,Depogaz Ploie?ti,2025,7,19,7/19/2025,29,8/2/2025
C,3.891,79.31,0.5,25.25,0,4.9061,57.51,84.76,UGS Damborice,Czechia,DSR,MND Gas Storage,2025,7,19,7/19/2025,29,8/2/2025
C,20.6975,67.42,0.51,166.62,9.7,30.7,333.5,443,"VGS GSCZ (Háje, Tranovice, Štramberk, Tvrdonice, Dolni Dunajovice, Lobodice)",Czechia,DSR,Gas Storage CZ,2025,7,19,7/19/2025,29,8/2/2025
C,4.8201,50.05,0.64,61.28,0,9.63,69.55,80.25,UGS Sarma?el ,Romania,DSR,Depogaz Ploie?ti,2025,7,19,7/19/2025,29,8/2/2025
C,2.1458,68.02,0.41,12.8,0,3.1546,15.5,0,UGS Târgu Mures,Romania,DSR,Depomures,2025,7,19,7/19/2025,29,8/2/2025
C,1.3399,77.64,0.48,8.35,0,1.7259,47.72,119.3,UGS Epe-NL-RWEGSWEST,Germany,ASF,RWE Gas Storage West,2025,7,19,7/19/2025,29,8/2/2025
C,31.176,62.79,0.39,187.19,0,49.6515,404.69,464.23,UGS Bergermeer,Netherlands,DSR,TAQA Gas Storage,2025,7,19,7/19/2025,29,8/2/2025
C,7.0053,63.29,0.04,3.9,0,11.0683,436.25,403.68,UGS Etzel ESE (Uniper Energy Storage),Germany,ASF,Uniper Energy Storage,2025,7,19,7/19/2025,29,8/2/2025
C,1.5345,71.53,0.22,5.48,0.6,2.1452,48.39,96.78,UGS Epe-L-RWEGSW,Germany,ASF,RWE Gas Storage West,2025,7,19,7/19/2025,29,8/2/2025
C,33.4782,74.59,0.54,258.01,14.3,44.8833,374.03,680.41,"VGS SERENE ATLANTIQUE ((Chéméry, Céré-la-Ronde, Soings-en-Sologne)",France,ASF,Storengy,2025,7,19,7/19/2025,29,8/2/2025
C,7.2187,73.11,0.56,55.16,0,9.874,90.96,108.96,UGS Uelsen,Germany,DSR,Storengy Deutschland,2025,7,19,7/19/2025,29,8/2/2025
C,13.2906,68.16,0.52,101.19,0,19.4989,165.6,177.87,UGS Haidach (SEFE Storage),Austria,DSR,SEFE Storage,2025,7,19,7/19/2025,29,8/2/2025
E,17.8245,66.58,0.06,14.98,0,26.771,213.34,308.31,VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf),Austria,DSR,OMV Gas Storage,2025,7,19,7/19/2025,29,8/2/2025
C,0.7162,25.44,1.6,44.99,0,2.815,89,25,UGS Humbly Grove (Post-Brexit),United Kingdom,DSR,Humbly Grove Energy (Post-Brexit),2025,7,19,7/19/2025,29,8/2/2025
C,0.9678,46.58,1.46,30.31,0,2.0779,54,94.5,UGS Etzel EnBW (VGS),Germany,ASF,EnBW Etzel Speicher,2025,7,19,7/19/2025,29,8/2/2025
C,0.0781,31.25,0,0,0,0.25,12,12,"VSP NORD (Rehden, Jemgum)",Germany,DSR,SEFE Storage (Germany),2025,7,19,7/19/2025,29,8/2/2025
C,0.583,31.3,0.92,17.14,0,1.8625,24.84,41.4,UGS Nüttermoor H-5,Germany,ASF,EWE Gasspeicher,2025,7,19,7/19/2025,29,8/2/2025
C,47.0162,14.64,0.17,554.9,1.7,321.1185,2356.66,1193.88,VGS Ukraine (all storage facilities),Ukraine,DSR,Ukrtransgaz,2025,7,19,7/19/2025,29,8/2/2025
C,2.5284,5.66,0.77,343.25,0,44.6763,352.62,542.5,UGS Rehden,Germany,DSR,SEFE Storage (Germany),2025,7,19,7/19/2025,29,8/2/2025
C,0.6853,13.71,0.84,42.21,0,5,40,360,UGS Alkmaar,Netherlands,DSR,TAQA Piek Gas,2025,7,19,7/19/2025,29,8/2/2025
C,0.4037,72.87,1.05,5.82,0,0.554,11.38,27.12,UGS Kiel-Rönne,Germany,ASF,SWKiel Speicher,2025,7,19,7/19/2025,29,8/2/2025
C,2.6063,66.15,0.7,27.6,0,3.94,86.04,244.32,UGS Peckensen,Germany,ASF,Storengy Deutschland,2025,7,19,7/19/2025,29,8/2/2025
C,1.608,82.22,0,0,0,1.9557,54,94.5,UGS Etzel EDF (VGS),Germany,ASF,EDF Gas Deutschland,2025,7,19,7/19/2025,29,8/2/2025
C,5.6591,81.5,0.03,2.28,0,6.9439,73.43,95.58,UGS Dolni Bojanovice,Czechia,DSR,SPP Storage,2025,7,19,7/19/2025,29,8/2/2025
C,5.1539,83.37,0.34,21.26,0,6.1822,104.93,328.61,INNEXPOOL-RWEGSW,Germany,ASF,RWE Gas Storage West,2025,7,19,7/19/2025,29,8/2/2025
C,1.8216,90.17,0.63,12.73,0,2.0203,41.04,109.44,UGS Epe (MET Epe Speicher),Germany,ASF,MET Epe Speicher,2025,7,19,7/19/2025,29,8/2/2025
C,12.5266,70.28,0.21,37.85,0,17.825,148.54,222.81,UGS 7 Fields (Uniper Energy Storage) - AT,Austria,DSR,Uniper Energy Storage (AT),2025,7,20,7/20/2025,29,8/2/2025
C,3.483,49.73,0.37,25.76,0,7.0044,42.13,46.88,UGS Chiren,Bulgaria,DSR,Bulgartransgaz (4),2025,7,20,7/20/2025,29,8/2/2025
C,10.5373,75.19,0.23,39.34,7.4,14.0136,156.36,270.26,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",France,ASF,Storengy,2025,7,20,7/20/2025,29,8/2/2025
C,2.7282,70.83,0.67,25.71,0,3.852,32.1,48.15,UGS Urziceni,Romania,DSR,Depogaz Ploie?ti,2025,7,20,7/20/2025,29,8/2/2025
C,3.0306,96.63,0.54,19.37,2.6,3.1362,39.98,141.12,UGS EWE-Zone L,Germany,ASF,EWE Gasspeicher,2025,7,20,7/20/2025,29,8/2/2025
C,2.634,66.85,0.7,27.67,0,3.94,86.04,244.32,UGS Peckensen,Germany,ASF,Storengy Deutschland,2025,7,20,7/20/2025,29,8/2/2025
C,1.2167,75.74,-0.07,0,1.2,1.6065,48,120,UGS Epe Uniper L-Gas,Germany,ASF,Uniper Energy Storage,2025,7,20,7/20/2025,29,8/2/2025
C,2.873,6.43,0.77,344.59,0,44.6763,352.62,542.5,UGS Rehden,Germany,DSR,SEFE Storage (Germany),2025,7,20,7/20/2025,29,8/2/2025
C,1.7268,73.48,0.41,9.69,0,2.35,32.74,49.03,VGS Zone MND ESG (UGS Stockstadt + UGS Haehnlein),Germany,ASR,MND Energy Storage Germany,2025,7,20,7/20/2025,29,8/2/2025
C,3.2012,67.08,0.74,35.93,0,4.7725,43.87,51.57,UGS Okoli,Croatia,DSR,PSP,2025,7,20,7/20/2025,29,8/2/2025
C,9.6132,80.32,0.33,43.69,3.8,11.9689,95.75,664.94,"VGS SALINE (Tersanne, Etrez, Manosque)",France,ASR,Storengy,2025,7,20,7/20/2025,29,8/2/2025
C,13.4155,68.8,0.64,124.85,0,19.4989,165.6,177.87,UGS Haidach (SEFE Storage),Austria,DSR,SEFE Storage,2025,7,20,7/20/2025,29,8/2/2025
C,1.6493,48.63,0.32,10.68,0,3.3917,55.2,69,UGS Jemgum H (EWE),Germany,ASF,EWE Gasspeicher,2025,7,20,7/20/2025,29,8/2/2025
C,4.8739,50.61,0.56,53.78,0,9.63,69.55,80.25,UGS Sarma?el ,Romania,DSR,Depogaz Ploie?ti,2025,7,20,7/20/2025,29,8/2/2025
C,7.2771,73.7,0.59,58.32,0,9.874,90.96,108.96,UGS Uelsen,Germany,DSR,Storengy Deutschland,2025,7,20,7/20/2025,29,8/2/2025
C,22.7067,47.71,0.34,162.76,0,47.5929,348.93,535,"VGS MFGT (Pusztaederics, Zsana-Nord, Kardoskút-Pusztaszolos, Hajdúszoboszló)",Hungary,DSR,HGS (9),2025,7,20,7/20/2025,29,8/2/2025
C,0.0781,31.25,0,0,0,0.25,12,12,"VSP NORD (Rehden, Jemgum)",Germany,DSR,SEFE Storage (Germany),2025,7,20,7/20/2025,29,8/2/2025
C,1.7691,70.24,0,0,0,2.5184,41.04,82.08,UGS Nüttermoor H-3,Germany,ASF,EWE Gasspeicher,2025,7,20,7/20/2025,29,8/2/2025
C,5.6614,81.53,0.03,2.28,0,6.9439,73.43,95.58,UGS Dolni Bojanovice,Czechia,DSR,SPP Storage,2025,7,20,7/20/2025,29,8/2/2025
C,0.5388,100.72,0,0,0,0.535,10.7,12.84,UGS Balaceanca ,Romania,DSR,Depogaz Ploie?ti,2025,7,20,7/20/2025,29,8/2/2025
C,16.8251,82.48,0.11,23.48,0,20.3979,134.61,263.9,UGS Szöreg-1,Hungary,DSR,HEXUM,2025,7,20,7/20/2025,29,8/2/2025
C,2.7606,83.65,0.69,22.98,0,3.3,24.44,44,UGS Cornegliano,Italy,DSR,IGS (7),2025,7,20,7/20/2025,29,8/2/2025
C,1.3805,85.75,0.81,13.01,0,1.61,25.3,50.59,UGS Reckrod,Germany,ASF,MET Speicher,2025,7,20,7/20/2025,29,8/2/2025
C,1.1888,79.73,1.3,19.35,0,1.491,55.3,46.78,UGS Etzel ESE (MET),Germany,ASF,MET Speicher,2025,7,20,7/20/2025,29,8/2/2025
C,3.4407,35.15,0.3,31.15,1.8,9.79,90.72,180,"VGS GSD Gas Storage (Lille Torup, Stenlille)",Denmark,ASF,GSD,2025,7,20,7/20/2025,29,8/2/2025
C,0.0524,50.62,0,0,0,0.1035,6.61,8.75,UGS Skallen,Sweden,SRC,Swedegas,2025,7,20,7/20/2025,29,8/2/2025
C,3.9154,79.81,0.5,24.96,0,4.9061,57.51,84.76,UGS Damborice,Czechia,DSR,MND Gas Storage,2025,7,20,7/20/2025,29,8/2/2025
C,8.8859,63.39,0.65,91.05,0,14.017,107,149.8,UGS Bilciuresti,Romania,DSR,Depogaz Ploie?ti,2025,7,20,7/20/2025,29,8/2/2025
C,7.1331,75.34,0.29,27.7,0,9.468,274.8,357.24,UGS Bierwang,Germany,DSR,Uniper Energy Storage,2025,7,20,7/20/2025,29,8/2/2025
C,1.0729,86.53,1.21,15.07,0,1.24,27.6,82.56,UGS Harsefeld,Germany,ASF,Storengy Deutschland,2025,7,20,7/20/2025,29,8/2/2025
C,6.6342,69.34,0.29,27.54,0.1,9.568,164.8,253.33,UGS Jemgum H (SEFE Storage),Germany,ASF,SEFE Storage (Germany),2025,7,20,7/20/2025,29,8/2/2025
C,0.7484,74.92,1.04,10.43,0,0.999,10.66,32.76,UGS Rüdersdorf H,Germany,ASF,EWE Gasspeicher,2025,7,20,7/20/2025,29,8/2/2025
C,26.746,73.92,0.27,96.89,0,36.184,336.12,374.52,"RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach)",Austria,DSR,RAG Energy Storage,2025,7,20,7/20/2025,29,8/2/2025
